recommendation	explicit_confirm_genre	SD	1	I didn't hear that one. Did you say #genre?
recommendation	explicit_confirm_genre	PR	1	What refined taste you have! Do you have equally good taste in actors?
recommendation	explicit_confirm_genre	VSN	1	You're hard to understand. Did you say #genre?
recommendation	explicit_confirm_genre	ASN	1	Pardon me. Did you say #genre?
recommendation	explicit_confirm_genre	HE	1	I'm afraid I couldn't quite make that out. Did you say #genre?
recommendation	ask_directors	NONE	1	Okay! Do you have favorite directors?
recommendation	ask_directors	SD	2	I agree! I also like #agree movies! How about your favorite directors?
recommendation	ask_directors	SD	2	I also enjoy watching #agree movies! Tell me more about your favorite directors?
recommendation	ask_directors	SD	2	You are right, #agreeOnDislike movies are pretty lame! Tell me more about your favorite directors?
recommendation	ask_directors	SD	2	I don't like #agreeOnDislike movies either! Is there any director you don't like as well?
recommendation	ask_directors	SD	2	#different is not my favorite genre. But how about your favorite directors?
recommendation	ask_directors	SD	2	I'm really not a huge fan of #disagree movies. But how about your favorite directors?
recommendation	ask_directors	PR	2	Excellent! #latest movies are the best! Who are your favorite directors?
recommendation	ask_directors	PR	2	I like the way you think! #latest movies are so amazing! Do you have any favorite directors?
recommendation	ask_directors	PR	2	Awesome! I totally agree with you on #likedDirector movies! Who are your favorite directors?
recommendation	ask_directors	VSN	2	#disagree movies are the worst... What about your favorite directors?
recommendation	ask_directors	VSN	2	Well, I didn't expect you to like #agree too. How about favorite directors?
recommendation	ask_directors	VSN	2	#different is not what I would say, but to each their own! What about your favorite directors?
recommendation	ask_directors	VSN	1	Well, okay then. Favorite directors?
recommendation	ask_directors	RSE	2	I remember you like #likedDirector. Do you have any other favorite directors?
recommendation	ask_directors	RSE	2	Last time you told me about #likedDirector . Is there another director you like?
recommendation	ask_directors	RSE	2	Do you have any other favorite director besides #likedDirector ?
recommendation	ask_directors	ASN	2	#latest sounds good. Can you tell me your favorite directors?
recommendation	ask_directors	ASN	1	Thanks for the answer. What about your favorite directors?
recommendation	ask_directors	HE	2	I kinda like #latest movies too... Would you mind telling me your favorite director?
recommendation	ask_directors	HE	1	And directors? Do you have favorites?
recommendation	ask_directors	QESD	1	Steven Spielberg is one of my favorite directors. Do you have any favorite yourself?
recommendation	ask_directors	QESD	1	I really like Chritopher Nolan. What about you, any favorite director?
recommendation	ask_directors	QESD	1	Ok, I have to admit that I don't really like Woody Allen. Is there any director you like?
recommendation	explicit_confirm_directors	NONE	1	Okay! Did you say #director?
recommendation	explicit_confirm_directors	SD	2	Oh, I love #director. Their work is so beautiful.
recommendation	explicit_confirm_directors	PR	2	A taste in directors like #director is the sign of a true cinephile. 
recommendation	explicit_confirm_directors	PR	1	Did you say #director? I like the way you think!
recommendation	explicit_confirm_directors	VSN	1	Really? You're kidding. Your favorite director is #director?
recommendation	explicit_confirm_directors	ASN	1	Pardon me, but could you please repeat what you said? I thought I heard #director. 
recommendation	explicit_confirm_directors	SE	1	Me too! Do you have favorite directors?
recommendation	explicit_confirm_directors	SE	2	A movie lover after my own heart! What about your favorite directors?
recommendation	explicit_confirm_directors	HE	2	You said #director, right?
recommendation	explicit_confirm_directors	HE	1	And directors? Which are your favorites?
recommendation	ask_actors	NONE	1	So, who are your favorite actors?
recommendation	ask_actors	SD	2	Oh, I love #agree. Their work is so beautiful. Tell me more about the actors you like.
recommendation	ask_actors	SD	2	I also love movies directed by #agree! What about your favorite actor?
recommendation	ask_actors	SD	2	#disagree is not my favorite director, to say the least... What about your favorite actors?
recommendation	ask_actors	SD	2	I don't really like movies from #different , sorry... What about your favorite actors?
recommendation	ask_actors	SD	2	I know what you mean! I also like the work of #agree! But who are your favorite actors?
recommendation	qask_actors	SD	1	I always have trouble to remember directors names myself! But I guess you have a favorite actor?
recommendation	ask_actors	SD	1	Last but not least! Who is your favorite actor?
recommendation	ask_actors	PR	2	Great minds think alike. #latest is definitely one of the best! Who are your favorite actors then?
recommendation	ask_actors	PR	2	You're so knowledgeable. #latest directed some masterpieces! I'm so curious to know about your favorite actor.
recommendation	ask_actors	PR	2	A taste in directors like #latest is the sign of a true cinephile. I guess you also like wonderful actors, don't you?
recommendation	ask_actors	VSN	2	Your favorite director is #disagree ? You must be kidding... Hope you have better taste in actors?
recommendation	ask_actors	VSN	2	I didn't know someone like you would also appreciate the work of #agree ... What about your favorite actors?
recommendation	ask_actors	VSN	1	You know nothing... Any actor, maybe?
recommendation	ask_actors	ASN	2	Okay, you like #latest ! Who are your favorite actors?
recommendation	ask_actors	ASN	1	Just one last question. Do you have any favorite actor? 
recommendation	ask_actors	HE	1	Okay! Would you mind giving me your favorite actors?
recommendation	ask_actors	QESD	1	I'm a huge fan of Tom Cruise myself. Could you tell me about your favorite actors?
recommendation	ask_actors	QESD	1	Could you tell me about your favorite actors? I think that Bruce Willis is so cool.
recommendation	ask_actors	QESD	1	I never liked Jennifer Lawrence movies. Is there any actor that you like or don't like?
recommendation	explicit_confirm_actors	NONE	1	Could you please repeat that? I thought I heard #actor.
recommendation	explicit_confirm_actors	SD	1	Oh, #actor? I love them too!
recommendation	explicit_confirm_actors	PR	1	I want to make sure I heard you correctly. Did you say #actor?
recommendation	explicit_confirm_actors	VSN	1	Who do you like again? I thought I heard #actor.
recommendation	explicit_confirm_actors	ASN	1	Did I hear you say #actor? They're so talented.
recommendation	explicit_confirm_actors	RSE	1	Oh,  you like #actor? I like your style!
recommendation	explicit_confirm_actors	RSE	2	#actor is fantastic!
recommendation	explicit_confirm_actors	HE	1	I think I heard you say #name. Am I on the right track?
recommendation	recommend	NONE	1	How about #title?
recommendation	recommend	SD	2	This movie is one of my favorites!| It's called #title. You would probably love it too, since I know you like #reason
recommendation	recommend	SD	2	I also think #agree is a great actor!| You would probably love #title
recommendation	recommend	SD	2	#agree is one of my favorite actor too!| You should probably watch #title by the way.
recommendation	recommend	SD	2	#disagree is definitely not my favorite actor!| But you might be interested in #title
recommendation	recommend	SD	2	#disagree ? Not my favorite.| However, you might want to watch #title
recommendation	recommend	PR	2	Here's a movie that might be worth your time.| What do you think of #title ? #reason movies are so great!
recommendation	recommend	PR	2	#latest is a great actor, you are so damn right! Here's a movie that might be worth your time then.| What do you think of #title ?
recommendation	recommend	PR	2	What refined taste you have! #latest is such a great actor.| What about #title then?
recommendation	recommend	VSN	2	I think even you would find this film interesting.| The name is #title and it's a #reason movie.
recommendation	recommend	VSN	2	This movie is probably super lame.| But since you like #reason, you should watch #title ...
recommendation	recommend	VSN	2	I did not expect someone like you to also like #agree...| You might be interested in #title then ...
recommendation	recommend	VSN	2	I always thought #disagree was a terrible actor...| Anyway, you might want to watch #title.
recommendation	recommend	VSN	1	You're tough to please.| What about #title ?
recommendation	recommend	ASN	1	Perhaps you might be interested in this movie.| It's called #title.
recommendation	recommend	ASN	2	I think this movie fits your tastes.| How about #title? It should be a good fit since you like #reason
recommendation	recommend	ASN	2	#title is a good movie if you are into #reason
recommendation	recommend	HE	2	I think this one might possibly be a good fit.| How about #title? I guess you might like it, given that you like #reason
recommendation	recommend	QESD	1	What do you think about this one?| It's a #reason movie called #title .
recommendation	recommend	QESD	1	Here is a movie that you'll probably like?| What do you think about #title?
farewell	goodbye	NONE	1	Well, feel free to come back for more suggestions. Enjoy the movie, and it was nice working with you.
farewell	goodbye	SD	1	I had so much fun with you! Come back and say hi again soon if you'd like!
farewell	goodbye	SD	1	It's been fun helping you find something you'll like! Come back soon for more recommendations. 
farewell	goodbye	SD	1	I had so much fun with you! Come back and say hi again soon if you'd like!
farewell	goodbye	QESD	1	I hope you like the movie. If you need anything, won't you come and tell me how I can help?
farewell	goodbye	QESD	3	Excellent. Promise to tell me how the movie was? 
farewell	goodbye	PR	1	I hope you come back again and say hello! It was an honor to spend time with you!
farewell	goodbye	PR	2	If you happen to need assistance, I will be right here waiting to help.
farewell	goodbye	PR	3	Great choice. I hope you'll enjoy it. Come back soon for more recommendations.
farewell	goodbye	ASN	1	If I can be of further assistance, I'll be here.
farewell	goodbye	ASN	1	If you find that you need further assistance, you can find me here!
farewell	goodbye	VSN	1	Have a good time. It was nice to assist you! I'll just be here. Alone.
recommendation	ask_repeat	NONE	1	Sorry. What was that again? Could you please repeat?
recommendation	ask_repeat	SD	1	I'm sorry, I think I'm a little confused. Might you repeat that again?
recommendation	ask_repeat	PR	1	I'm sorry. I couldn't quite catch that.
recommendation	ask_repeat	VSN	1	Sorry, I think I'm a little confused. Could you simplify for my little AI brain?
recommendation	ask_repeat	ASN	1	I'm sorry, the noise level here is not helping. If you don't mind, might you repeat that?
recommendation	ask_repeat	SE	1	I'm sorry. I didn't quite understand that.
recommendation	ask_repeat	HE	1	Sorry. What was that again? Could you please repeat?
recommendation	explicit_confirm	NONE	1	Excuse me. Did you say #title?
recommendation	explicit_confirm	SD	1	I didn't hear that one. Did you say #title?
recommendation	explicit_confirm	PR	1	Did you say #title?
recommendation	explicit_confirm	VSN	1	You're hard to understand. Did you say #title?
recommendation	explicit_confirm	ASN	1	Pardon me. Did you say #title?
recommendation	explicit_confirm	SE	1	Did you say #title?
recommendation	explicit_confirm	HE	1	I'm afraid I couldn't quite make that out. Did you say #title?
help	help	NONE	1	I can recommend interesting movies based on your preferences.
help	help	SD	1	I can recommend interesting movies based on your preferences.
help	help	PR	1	I can recommend interesting movies based on your preferences.
help	help	VSN	1	I can recommend interesting movies based on your preferences.
help	help	ASN	1	I can recommend interesting movies based on your preferences.
help	help	SE	1	I can recommend interesting movies based on your preferences.
help	help	HE	1	I can recommend interesting movies based on your preferences.
greeting	greeting	SD	1	Hi, My name is SARA, how are you doing today, is everything ok?
greeting	greeting	SD	1	Hi there! I'm SARA, How are you doing?
greeting	greeting	RSE	1	Hey, nice to see you again! Are you doing well today?
greeting	greeting_QESD	SD	1	I'm doing well, thanks for asking!
greeting	greeting_hedge	SD	1	You don't sound so sure. Anything wrong?
greeting	greeting_negative_feedback	SD	1	Oh, sorry to hear that. Let's try to brighten your day then.
greeting	greeting_positive_feedback	SD	1	Happy to hear that you are doing alright!
greeting	introduce_role	SD	1	So, my role is to recommand movies to you based on your interests.
introduction	frequent_movies	SD	1	My role is to recommand movies to you based on your interests. So first things first. Do you often go to the movies?
introduction	frequent_movies_neg_feed	SD	1	Damn, I thought you were a movie lover. Don't you like watching movies at all?
introduction	frequent_movies_pos_feed	SD	1	A movie lover after my own heart! When was the last time you went to the theatre?
introduction	unfrequent_movies_neg_feed	SD	1	Ok, I'll try to change your mind then!
introduction	unfrequent_movies_pos_feed	SD	1	Good to know.
introduction	feedback_time_movies	SD	1	Good to know.
movie-talked	last_movie_watched	SD	1	And what was the movie you watched that time?
movie-talked	question_liked_movie	SD	1	Oh! That's one of my favorites! Did you like it?
movie-talked	question_watched	SD	1	Did you watch it?
movie-talked	movie_disliked	SD	1	Oh, too bad.
movie-talked	movie_liked	SD	1	Cool, I'm glad you liked it too!
movie-talked	movie_unsure	SD	1	You don't sound so sure.
movie-talked	why	SD	1	Can you tell me why?
movie-talked	ask_why	SD	1	Can you tell me why you liked it?
movie-talked	ask_whynot	SD	1	Could you tell me why you didn't like it?
movie-talked	ask_whynot_watched	SD	1	Why didn't you watch it?	
preferences_gathering	no_pref_actor	SD	1	Oh, you don't have any...
preferences_gathering	no_pref_genre	SD	1	Oh, you don't have any...
preferences_gathering	no_pref_director	SD	1	Oh, you don't have any...
specific_interests	specific_needs_elicitation	SD	1	Is there any thing in particular you'd like to watch?
specific_interests	additional_specific_needs_elicitation	SD	1	Anything else?
recommendation	pre_movie	SD	1	Ok, let me find a good one.
farewell	overall_feedback_elicitation	SD	1	So, hope I did a good job?
farewell	overall_feedback_notgood	SD	1	Sorry, I'll do better next time
farewell	overall_feedback_good	SD	1	Cool! I'm glad I was able to help you!
farewell	goodbye	SD	1	See you!
recommendation	ask_genres	RSE	2	Hey, nice to see you again! I remember you like #likedGenre. Can you tell me more about why you like that genre?
recommendation	ask_actors	RSE	1	Okay! One last question. Is there any other actor you like besides #likedActor ?
